,sample
24315,DAPK1-IT1
24316,KRTAP9-1
24317,KRTAP9-2
24318,KRTAP9-3
24319,KRTAP9-4
24320,KRTAP9-6
24321,KRTAP9-7
24322,TTN-AS1
24323,RP11-308B16.2
24324,AP000354.4
24325,JMJD1C
24326,AC008073.9
24327,AC138430.4
24328,KCND3-AS1
24329,RP11-123I22.1
24330,OR52I2
24331,OR52I1
24332,RN7SL200P
24333,DTNBP1
24334,AC092684.1
24335,KIAA0226L
24336,MIR6511A3
24337,AC087174.1
24338,AC055714.1
24339,OR10AC1
24340,CDC14C
24341,CDC14B
24342,CDC14A
24343,RP11-144O23.22
24344,RP11-536C10.13
24345,RP11-536C10.10
24346,RP11-536C10.11
24347,RP11-536C10.16
24348,RP11-536C10.17
24349,RP11-536C10.14
24350,RP11-536C10.15
24351,GPR171
24352,RP3-333A15.1
24353,SPATA6L
24354,RP11-536C10.19
24355,GPR174
24356,GPR176
24357,RP11-186O14.7
24358,MEIOB
24359,SH3YL1
24360,RP5-890O3.3
24361,SNX25P1
24362,CTD-2521M24.6
24363,AC008834.1
24364,RNU2-63P
24365,AC008834.2
24366,RP11-650L12.1
24367,RNU6-389P
24368,RP11-43P5.1
24369,AL139377.1
24370,RNY4
24371,RNY3
24372,CEACAM21
24373,RNY1
24374,RP1-315G1.1
24375,CSTF3-AS1
24376,SS18L2
24377,SS18L1
24378,AC083843.4
24379,AC083843.2
24380,RP11-164C12.1
24381,AC139530.1
24382,CTD-2282P23.1
24383,CTD-2282P23.2
24384,RP1-140J1.1
24385,RP1-140J1.4
24386,UCHL5
24387,RNU2-58P
24388,UCHL1
24389,RNU6-1320P
24390,HIST1H2APS6
24391,RP11-81H3.2
24392,HIST1H2APS4
24393,AB019440.50
24394,HIST1H2APS2
24395,HIST1H2APS3
24396,CH507-396I9.3
24397,HIST1H2APS1
24398,RP11-739B23.1
24399,RARRES2
24400,RARRES3
24401,RARRES1
24402,RP1-154J13.2
24403,RP1-154J13.3
24404,ZNF404
24405,RNF126P1
24406,ZNF407
24407,ZNF408
24408,MIR548D1
24409,AC002429.4
24410,RNU6-933P
24411,RP11-105C20.3
24412,RP11-204M4.1
24413,RP11-204M4.2
24414,TSPY3
24415,RP11-356M17.1
24416,FAM96AP2
24417,FAM96AP1
24418,PRELID1
24419,RP11-141P6.1
24420,LINC01578
24421,PRELID2
24422,GS1-72M22.1
24423,LINC01574
24424,LINC01572
24425,LINC01573
24426,LINC01570
24427,LINC01571
24428,RNU6-980P
24429,FAM171B
24430,PROS2P
24431,RP11-75N6.3
24432,RNU4-81P
24433,PNPT1P1
24434,PNPT1P2
24435,TOB1-AS1
24436,RP11-187A9.3
24437,RN7SL753P
24438,PPP6R2
24439,PPP6R3
24440,PPP6R1
24441,LHX5-AS1
24442,FLNB
24443,FLNC
24444,RP11-466F5.8
24445,RP11-466F5.9
24446,RP11-466F5.6
24447,RP11-466F5.4
24448,RP11-466F5.3
24449,AC006547.15
24450,MIR6806
24451,RN7SL216P
24452,ASTN2-AS1
24453,MIR6801
24454,LINC01398
24455,LINC01399
24456,OR5I1
24457,LINC01392
24458,LINC01393
24459,LINC01391
24460,LINC01396
24461,LINC01397
24462,LINC01394
24463,MIR4635
24464,SETD1A
24465,SETD1B
24466,BMI1P1
24467,IGHVIII-47-1
24468,TLX1NB
24469,RP11-7C6.1
24470,RP11-327L3.3
24471,LINC00621
24472,LINC00620
24473,LINC00623
24474,ATXN7L3B
24475,RP11-223I10.1
24476,RP11-51I5.1
24477,RP11-202D1.2
24478,LINC00626
24479,LINC00629
24480,AP000770.1
24481,OR7D1P
24482,RP11-474N24.6
24483,RP11-66B24.9
24484,RP11-66B24.8
24485,SIAE
24486,CES1P1
24487,RP1-154K9.2
24488,HNF4A-AS1
24489,RP11-66B24.1
24490,CTD-2036P10.6
24491,RPL39P40
24492,RP11-66B24.2
24493,CTD-2036P10.3
24494,RP11-66B24.4
24495,RP11-66B24.7
24496,AC007282.6
24497,CTD-2296D1.4
24498,CTD-2296D1.5
24499,CTD-2296D1.2
24500,CTD-2296D1.3
24501,CTD-2296D1.1
24502,TESPA1
24503,MIR3944
24504,KB-1460A1.3
24505,RN7SL666P
24506,RP11-119F7.5
24507,RP11-119F7.3
24508,KCNH1-IT1
24509,RP11-12L8.1
24510,RP11-12L8.2
24511,CTD-2199O4.6
24512,MIR5197
24513,RP11-333J10.2
24514,RP11-333J10.3
24515,CTD-2199O4.3
24516,CTD-2199O4.1
24517,TRAV38-2DV8
24518,AC099512.1
24519,RNU1-83P
24520,RP11-468E2.2
24521,PRKCSH
24522,RNU6-1117P
24523,PXDN
24524,RP11-506B6.7
24525,RP11-540D14.8
24526,RP11-468E2.6
24527,RP11-178H8.7
24528,DMD-AS3
24529,RP11-178H8.3
24530,RP11-178H8.2
24531,CTD-2554C21.1
24532,AC092168.2
24533,AC092168.3
24534,AC092168.4
24535,CTD-2154I11.2
24536,RP11-1060G2.2
24537,RP6-201G10.2
24538,C9orf172
24539,CCDC34P1
24540,EXOGP1
24541,WASH5P
24542,AC116618.1
24543,LANCL2
24544,LANCL3
24545,LANCL1
24546,RP11-317J9.1
24547,CTD-2529P6.3
24548,RP11-1078H9.5
24549,AC092675.3
24550,RP11-1078H9.6
24551,NPEPPS
24552,AC092675.4
24553,AL138994.1
24554,RP11-1078H9.2
24555,RAB7B
24556,RAB7A
24557,OR7A15P
24558,RP1-266L20.9
24559,EFEMP1
24560,EFEMP2
24561,ILF2P1
24562,RP11-18B16.2
24563,RP11-75L1.1
24564,OR4M2
24565,OR4M1
24566,SCTR
24567,WNT5B
24568,WNT5A
24569,YY1P1
24570,RP11-293F5.8
24571,RP3-365O12.2
24572,RP11-46J23.1
24573,RP11-69J7.1
24574,OR11K1P
24575,HNRNPH1
24576,HNRNPH3
24577,HNRNPH2
24578,MIR891A
24579,CTC-204F22.1
24580,MIR891B
24581,RP11-177F11.1
24582,AC004386.4
24583,AC004386.3
24584,RP11-265E18.1
24585,AL079306.1
24586,IGHVIV-44-1
24587,RUSC1-AS1
24588,IGHD4OR15-4B
24589,AC005363.11
24590,RBM14
24591,ANKRD36BP2
24592,RP11-169L17.5
24593,HNRNPUL2
24594,HNRNPUL1
24595,DPH6
24596,CTA-407F11.9
24597,RP11-817J15.2
24598,RP11-1113L8.2
24599,STOML3
24600,STOML2
24601,PAIP1
24602,SIGLEC12
24603,RP11-250B2.5
24604,RP11-250B2.6
24605,GTF3C2-AS1
24606,BUB3P1
24607,RP11-250B2.2
24608,RNU4-38P
24609,AL928742.1
24610,FOXG1
24611,IGHV3OR16-13
24612,MIR1248
24613,DCAF13
24614,DCAF12
24615,DCAF11
24616,DCAF10
24617,DCAF17
24618,DCAF16
24619,DCAF15
24620,PAPSS1
24621,TXN
24622,PAPSS2
24623,TXK
24624,SLC8A1-AS1
24625,WARS2
24626,RP11-52I18.1
24627,ADNP-AS1
24628,RP11-1081M5.2
24629,AL662800.1
24630,RP11-1081M5.1
24631,TRMT10A
24632,EIF4BP2
24633,TRMT10C
24634,TRMT10B
24635,SLC35E1
24636,SLC35E2
24637,SLC35E3
24638,SLC35E4
24639,GS1-600G8.3
24640,RP6-91H8.2
24641,RP11-106M3.2
24642,RP11-466P24.5
24643,AC007557.4
24644,RP13-392I16.1
24645,RP11-106M3.5
24646,RP1-92C4.1
24647,RP1-92C4.2
24648,RP11-415F23.4
24649,RP11-415F23.3
24650,MKI67P1
24651,MIR1247
24652,FAM90A21P
24653,RP11-304M2.6
24654,RP11-304M2.5
24655,RP11-304M2.3
24656,RP11-297C4.6
24657,CTB-50E14.4
24658,FLJ33360
24659,RP11-297C4.2
24660,RP11-297C4.3
24661,RP11-297C4.1
24662,AC007557.5
24663,AC083826.1
24664,RP11-507K2.3
24665,RNU4ATAC
24666,MYOZ2
24667,MYOZ3
24668,MYOZ1
24669,RPS15AP27
24670,IGKV2D-14
24671,RP11-334A14.8
24672,RPS15AP24
24673,AC114945.1
24674,RP11-334A14.2
24675,RNU1-31P
24676,RN7SL22P
24677,RP11-334A14.5
24678,MIR3176
24679,SNX18P23
24680,SNX18P24
24681,SNX18P25
24682,SNX18P26
24683,SNX18P27
24684,RN7SL727P
24685,NAALADL2-AS2
24686,NAALADL2-AS3
24687,RP11-864I4.3
24688,NAALADL2-AS1
24689,DLEU2_6
24690,IGLVI-20
24691,SLC35A5
24692,GS1-542M4.4
24693,KCNQ1DN
24694,GS1-542M4.3
24695,RP11-414J4.2
24696,WRB
24697,WRN
24698,IGKV2D-18
24699,RP11-248E9.4
24700,RP11-248E9.7
24701,AC044907.1
24702,RNU6-1038P
24703,RP11-54P19.1
24704,TCF15
24705,SCNM1
24706,TCF12
24707,TRBV6-8
24708,TCF19
24709,RNU6-685P
24710,RP11-289I10.3
24711,RP11-289I10.2
24712,OR4K11P
24713,RP11-495K9.5
24714,AC010744.1
24715,IGHVII-40-1
24716,RP11-20F24.2
24717,UROS
24718,SHISA5
24719,PAH
24720,RNU6-887P
24721,KRT18P65
24722,UROD
24723,RP11-20I23.13
24724,KRT18P66
24725,RP11-20I23.11
24726,RP11-10G15.4
24727,AGGF1P3
24728,AC007365.4
24729,AGGF1P1
24730,TRBV6-7
24731,AC007365.1
24732,AGGF1P6
24733,AC007365.3
24734,AC007365.2
24735,RP11-744D14.1
24736,AGGF1P9
24737,NXF3
24738,TRBV6-1
24739,EPPK1
24740,RP11-310A13.2
24741,RP11-502F1.1
24742,RNA5SP504
24743,MIR3689F
24744,AC015909.1
24745,HMMR
24746,RP11-796L2.1
24747,RP11-693L9.2
24748,RNA5SP501
24749,MCPH1-AS1
24750,RNA5SP503
24751,RP1-319M7.2
24752,RPRD2
24753,RP11-90D4.3
24754,AC011518.1
24755,AC011518.2
24756,GSTM3P2
24757,AC016987.1
24758,GATA2-AS1
24759,RP11-11P22.1
24760,SGIP1
24761,AC007358.1
24762,TUBA3FP
24763,ANPEP
24764,HMGB1P41
24765,RP11-235G24.1
24766,C8orf33
24767,RP11-235G24.3
24768,C8orf31
24769,RP11-704J17.5
24770,C8orf37
24771,C8orf34
24772,KLHL25
24773,TMEM88
24774,KSR1P1
24775,KLHL26
24776,KLHL21
24777,KLHL20
24778,KLHL23
24779,KLHL22
24780,TMEM81
24781,TMEM80
24782,TMEM82
24783,KLHL29
24784,KLHL28
24785,POLG
24786,LTB4R
24787,RP11-291L22.4
24788,RNU5E-5P
24789,POLB
24790,COL6A4P2
24791,RP11-572F4.1
24792,POLN
24793,POLM
24794,POLL
24795,POLK
24796,MESTIT1
24797,POLI
24798,POLH
24799,AC007403.1
24800,RP3-445N2.1
24801,HNRNPA3P1
24802,TAF4B
24803,NOS2P3
24804,CTC-205M6.1
24805,ATP5EP1
24806,ATP5EP2
24807,RP11-435O11.5
24808,GGN
24809,GGH
24810,IL17D
24811,IL17F
24812,IL17A
24813,IL17B
24814,IL17C
24815,RP11-12N13.4
24816,AL160231.1
24817,RP11-12N13.6
24818,CHRDL1
24819,RP11-12N13.1
24820,AC245028.1
24821,CHRDL2
24822,RP11-697E2.6
24823,RP11-697E2.7
24824,CTD-2593A12.4
24825,CTC-287O8.1
24826,CTD-2593A12.2
24827,CTD-2593A12.3
24828,CTD-2384A14.1
24829,C20orf173
24830,MIR5571
24831,RN7SL48P
24832,mascRNA-menRNA
24833,CTC-339O9.1
24834,AC005076.5
24835,CARM1P1
24836,CTC-339O9.2
24837,AC006026.9
24838,FAM89A
24839,TMEM8C
24840,FAM89B
24841,RP5-860P4.2
24842,RP11-343N15.2
24843,RP13-512J5.1
24844,C2CD2L
24845,CDC23
24846,AC108022.1
24847,MIR5579
24848,EI24
24849,CTD-2339F6.1
24850,SGMS2
24851,SGMS1
24852,PRC1
24853,HOXD11
24854,LINC01267
24855,RP11-809F4.4
24856,EPS15
24857,RP11-457M11.7
24858,RNU7-25P
24859,OR14A2
24860,RP11-457M11.6
24861,AC005532.5
24862,RP11-809F4.3
24863,LMCD1
24864,RP11-8P13.5
24865,RP11-8P13.1
24866,ZNF648
24867,ZNF649
24868,ZNF646
24869,RP11-474C8.5
24870,ZNF644
24871,ZNF645
24872,RP11-677N16.1
24873,CDH22
24874,ZNF641
24875,NANOGP10
24876,GTPBP10
24877,AC006273.5
24878,CREB3
24879,RP11-73B2.6
24880,RP11-73B2.7
24881,RP11-73B2.4
24882,IGHD
24883,CDH26
24884,CTD-2008A1.3
24885,RP11-806L2.5
24886,RP11-806L2.6
24887,HIST1H3PS1
24888,IGHM
24889,RP11-806L2.2
24890,AL590226.1
24891,RP11-496I2.2
24892,AC011516.2
24893,RP11-496I2.4
24894,RP11-496I2.7
24895,AC011516.1
24896,PRCC
24897,AC007179.1
24898,AC007179.2
24899,RP11-141B14.2
24900,RP11-120B7.1
24901,RP11-287J9.1
24902,PRCD
24903,ZNF398
24904,RP11-456O19.5
24905,RP11-1018N14.5
24906,RP11-456O19.2
24907,RP11-456O19.3
24908,RP1-77H15.1
24909,ZNF391
24910,PRCP
24911,ZNF394
24912,ZNF395
24913,ZNF396
24914,ZNF397
24915,RP11-862L9.2
24916,RP11-862L9.3
24917,RP11-142J21.2
24918,RP3-410C9.2
24919,RP11-142J21.1
24920,CTC-546K23.1
24921,CTC-546K23.2
24922,AL512359.1
24923,HMBOX1-IT1
24924,REXO1L11P
24925,PACRG-AS1
24926,LMLN-AS1
24927,RP11-510P12.1
24928,RNU7-124P
24929,NUDT22
24930,NUDT21
24931,CTD-2057D4.2
24932,IGLVVI-25-1
24933,AL161723.1
24934,RP11-384G23.2
24935,POPDC2
24936,POPDC3
24937,AC091856.1
24938,RP11-524K22.1
24939,SPIN4
24940,SPIN1
24941,SPIN3
24942,MIR320B2
24943,MIR320B1
24944,IFT52
24945,CH507-145C22.1
24946,AC026426.1
24947,IFT57
24948,CH507-145C22.2
24949,RNU6-531P
24950,AC008752.1
24951,LPP
24952,LPO
24953,LPL
24954,ARMC6
24955,GOLGA2P9
24956,AC113949.1
24957,GOLGA2P4
24958,GDAP1L1
24959,GOLGA2P6
24960,GOLGA2P7
24961,GOLGA2P1
24962,LPA
24963,C1QTNF9
24964,PCMTD1P1
24965,CLECL1
24966,snoMBII-202
24967,AC053503.2
24968,AC053503.6
24969,AC053503.4
24970,RPL23AP66
24971,CTD-2144E22.13
24972,RP11-173A16.2
24973,RP11-173A16.1
24974,RP11-29P20.1
24975,AC006335.11
24976,DDAH1
24977,DDAH2
24978,RP11-380D15.3
24979,RP11-380D15.2
24980,CRELD2
24981,CRELD1
24982,RP11-330A16.1
24983,ARL4P
24984,RP11-406A20.5
24985,RNU6-419P
24986,RP11-430H10.4
24987,RP11-10L12.2
24988,RP11-430H10.2
24989,RP11-430H10.3
24990,CENPCP1
24991,RP4-550H1.7
24992,ARL4D
24993,VWC2L
24994,NUFIP1P
24995,ARL4C
24996,GLE1
24997,C1DP4
24998,AC002115.9
24999,RP11-703H8.9
25000,RP4-798A10.2
25001,RP4-798A10.7
25002,RP11-337N6.2
25003,GS1-393G12.13
25004,RP4-798A10.4
25005,AC009161.1
25006,RP11-703H8.7
25007,AKR7A2P1
25008,AC016576.1
25009,RP11-240M16.1
25010,JAM2
25011,JAM3
25012,AC118562.1
25013,RP11-983C2.1
25014,RP11-983C2.2
25015,RP11-983C2.3
25016,GALNT8
25017,GALNT9
25018,GALNT4
25019,GALNT5
25020,GALNT6
25021,GALNT7
25022,GALNT1
25023,GALNT2
25024,GALNT3
25025,AL109843.1
25026,RP11-544M22.13
25027,RP1-52D1.1
25028,RP11-419I17.1
25029,AC003973.4
25030,AC003973.5
25031,DMWD
25032,RP11-260E18.1
25033,AL591610.1
25034,AC003973.1
25035,AC011243.1
25036,RP1-290I10.7
25037,RP1-290I10.5
25038,RP1-290I10.3
25039,RP1-290I10.2
25040,KIF14
25041,KIF15
25042,KIF17
25043,KIF11
25044,KIF12
25045,RP11-372E1.7
25046,RP11-212P7.2
25047,KIF19
25048,PNRC1
25049,NLRP5
25050,NLRP4
25051,NLRP7
25052,NLRP6
25053,NLRP1
25054,NLRP3
25055,NLRP2
25056,LINC00265-2P
25057,PSEN2
25058,PSEN1
25059,ABHD15-AS1
25060,NLRP9
25061,NLRP8
25062,MZT1P1
25063,WDR26
25064,WDR27
25065,WDR24
25066,WDR25
25067,WDR20
25068,GNAO1
25069,AC013251.1
25070,AC026803.1
25071,LINC00869
25072,LINC00868
25073,RQCD1
25074,ASCL2
25075,LINC00862
25076,NAGLU
25077,ASCL1
25078,LINC00867
25079,LINC00866
25080,ASCL4
25081,LINC00864
25082,RP11-603B24.1
25083,LINC01183
25084,AC066612.1
25085,RP11-603B24.2
25086,RP11-728G15.1
25087,RP11-603B24.6
25088,IGF2BP1
25089,IGF2BP3
25090,IGF2BP2
25091,DOCK11P1
25092,LINC01541
25093,CD101
25094,RP11-397G5.2
25095,KIF1A
25096,KIF1B
25097,KIF1C
25098,CD109
25099,AC018359.3
25100,ZFP36
25101,ZFP37
25102,ZFP30
25103,ATHL1
25104,RP11-279L11.1
25105,HUNK-AS1
25106,RP11-672L10.2
25107,AC139426.1
25108,RP11-178C3.2
25109,SPIRE1
25110,RP11-178C3.1
25111,RP11-715G15.1
25112,AIM1L
25113,NLRP11
25114,NLRP10
25115,NLRP13
25116,NLRP12
25117,RP11-178C3.7
25118,DKK1
25119,LOXL1
25120,LOXL2
25121,LOXL3
25122,LOXL4
25123,ECEL1P3
25124,SPATC1L
25125,AL132640.1
25126,AC007682.1
25127,AC007682.3
25128,AC007682.2
25129,VIPR2
25130,AC004769.1
25131,VIPR1
25132,LINC00936
25133,HCG4P3
25134,MIR1343
25135,SNRPCP20
25136,RP11-178C3.8
25137,ECEL1P2
25138,DIRC1
25139,DIRC3
25140,DIRC2
25141,FAM207A
25142,PPP4R1-AS1
25143,CTD-2207O23.11
25144,MIRLET7A1
25145,MIRLET7A2
25146,MIRLET7A3
25147,RP11-403B2.3
25148,ACTR6P1
25149,RP11-403B2.6
25150,RP11-403B2.7
25151,VN1R104P
25152,RP11-403B2.5
25153,ECEL1P1
25154,RP11-1E22.1
25155,RNU7-81P
25156,RNU4-63P
25157,CACNG8
25158,AC093850.2
25159,AC093850.1
25160,DEFB129
25161,DEFB128
25162,DEFB127
25163,DEFB126
25164,DEFB125
25165,DEFB124
25166,DEFB123
25167,DEFB122
25168,DEFB121
25169,CACNG7
25170,RNU6-910P
25171,RP11-62H20.1
25172,RP11-518K17.4
25173,RP11-527L4.6
25174,RANBP10
25175,RNU6-123P
25176,RANBP17
25177,RP11-84A19.2
25178,RP11-84A19.3
25179,AC092570.2
25180,SELENBP1
25181,RP11-411G9.2
25182,RN7SL760P
25183,CTD-2007A10.1
25184,NSFL1C
25185,RP11-569A11.2
25186,RP11-569A11.1
25187,RP5-1048B16.1
25188,RP1-138A5.2
25189,RP4-789D17.5
25190,RNU7-93P
25191,AC092570.1
25192,LAS1L
25193,AK4P4
25194,SLC25A22
25195,SLC25A23
25196,SLC25A20
25197,SLC25A21
25198,SLC25A26
25199,SLC25A27
25200,SLC25A24
25201,SLC25A25
25202,RP11-1136G4.2
25203,RP11-244J10.1
25204,SLC25A28
25205,SLC25A29
25206,RP11-295B17.6
25207,FLNB-AS1
25208,COL18A1-AS1
25209,RP11-313C4.1
25210,RP11-444J21.2
25211,RP11-330M19.1
25212,RP11-1072A3.3
25213,METTL1
25214,COPB1
25215,RP11-334E6.10
25216,COPB2
25217,AL390966.1
25218,FTH1P23
25219,SMUG1P1
25220,RP11-611E13.3
25221,KDELC1
25222,RP5-821D11.7
25223,KDELC2
25224,RP11-855A2.2
25225,RP11-218D6.3
25226,AC026357.1
25227,RP11-855A2.1
25228,IGHD1-20
25229,IGHD1-26
25230,RP11-4M23.4
25231,AP001057.1
25232,RP11-4M23.7
25233,RP11-4M23.3
25234,TAS2R43
25235,EBLN3
25236,TAS2R42
25237,RP11-332H14.1
25238,RP11-332H14.2
25239,ZBBX
25240,MKS1
25241,USP9YP25
25242,USP9YP26
25243,AC072052.7
25244,USP9YP20
25245,AC079080.1
25246,USP9YP22
25247,USP9YP23
25248,CNN2P11
25249,CNN2P10
25250,CNN2P12
25251,USP9YP28
25252,USP9YP29
25253,CADM2-AS2
25254,CADM2-AS1
25255,TRIM64C
25256,TRIM64B
25257,DLEU1_1
25258,RNU6-1181P
25259,DLEU1_2
25260,RP11-627G23.1
25261,RP11-165I9.10
25262,IGKV6D-21
25263,RP11-141M3.6
25264,RP11-567J20.2
25265,RP11-567J20.3
25266,RP11-567J20.1
25267,GRAMD4P1
25268,HDAC1P2
25269,GRAMD4P3
25270,GRAMD4P2
25271,GRAMD4P5
25272,XXyac-YR12DB5.1
25273,GRAMD4P7
25274,GLB1L
25275,GRAMD4P8
25276,RNU6-1014P
25277,RP11-814E24.1
25278,RP11-814E24.3
25279,AP4B1-AS1
25280,AC018450.1
25281,RP11-158D2.1
25282,RNU6-23P
25283,RP11-158D2.2
25284,MAGEC1
25285,AC068831.3
25286,MAGEC3
25287,MAGEC2
25288,AC068831.6
25289,TUBB3P1
25290,AC093110.1
25291,PSTPIP2
25292,PSTPIP1
25293,POFUT2
25294,POFUT1
25295,SNX17
25296,SNX16
25297,SNX15
25298,SNX14
25299,SNX13
25300,SNX12
25301,SNX11
25302,SNX10
25303,RP11-115A14.1
25304,CTB-46B19.2
25305,RP11-387H17.6
25306,SNX19
25307,SNX18
25308,RP11-3K16.2
25309,ICAM5
25310,ICAM4
25311,ICAM3
25312,ICAM2
25313,ICAM1
25314,RP11-345F18.1
25315,RP11-57K17.1
25316,ZMYND10-AS1
25317,CTDSP1
25318,CTDSP2
25319,MCCD1P2
25320,CTDSPL
25321,RP11-6N17.1
25322,RP11-6N17.2
25323,RP11-6N17.3
25324,RP11-6N17.4
25325,RP11-6N17.6
25326,RN7SL170P
25327,RP11-221J22.2
25328,RP11-221J22.1
25329,RP11-225H22.4
25330,SMTN
25331,RP11-173A6.2
25332,RP11-135L13.4
25333,AC092846.1
25334,TMEM87B
25335,TMEM87A
25336,ST7-OT3_2
25337,NEUROD2
25338,AP005227.1
25339,NEUROD1
25340,NEUROD6
25341,SGK2
25342,NEUROD4
25343,MIR744
25344,HOTAIR_4
25345,HOTAIR_5
25346,BOD1L2
25347,HOTAIR_3
25348,BOD1L1
25349,C1orf162
25350,LINC00471
25351,LINC00472
25352,LINC00473
25353,LINC00474
25354,C1orf167
25355,LINC00476
25356,LINC00477
25357,LINC00479
25358,C1orf168
25359,RP11-202A13.1
25360,MAP4K1
25361,MAP4K3
25362,TRIM74
25363,TRIM73
25364,TRIM72
25365,TRIM71
25366,SUZ12P1
25367,AC010146.2
25368,AC010146.1
25369,GPD1
25370,RP11-50C13.2
25371,DFNB59
25372,GPD2
25373,TCEA1P4
25374,ZNF204P
25375,MICU3
25376,MICU2
25377,MICU1
25378,TCEA1P2
25379,MIR208A
25380,AC124997.1
25381,RNU6-127P
25382,NEFM
25383,AC012507.4
25384,CTC-558O2.1
25385,NEFH
25386,AC012507.3
25387,NRG1
25388,NRG3
25389,NRG2
25390,NRG4
25391,RNU6-1273P
25392,CTD-3224K15.2
25393,NRGN
25394,RBMY2QP
25395,MRPL48P1
25396,ASPRV1
25397,TFCP2L1
25398,EDDM3A
25399,RP4-595K12.1
25400,AC006380.3
25401,NUMB
25402,CTD-3141N22.1
25403,RP11-76E12.1
25404,NCOA7-AS1
25405,RP5-891H21.1
25406,MIR3680-1
25407,CORIN
25408,EDDM3B
25409,CTC-246B18.8
25410,RP1-191J18.66
25411,RPS2P35
25412,PSAT1
25413,TFCP2
25414,AC244250.4
25415,RP11-973F15.2
25416,PASD1
25417,CTD-3203P2.1
25418,CTD-3203P2.3
25419,RP3-399J4.1
25420,RP3-399J4.2
25421,SLFN5
25422,RP11-111H3.3
25423,LINC-PINT
25424,RP4-697K14.15
25425,RP11-691F15.1
25426,XXyac-YX155B6.5
25427,XXyac-YX155B6.7
25428,RP11-513M16.8
25429,AC006452.2
25430,RP11-448G15.3
25431,RBM15B
25432,RN7SL383P
25433,SPINT2
25434,SPINT3
25435,CTD-2560K21.6
25436,SPINT1
25437,RP11-4L24.3
25438,SPINT4
25439,MMADHC
25440,AC108713.1
25441,AC007381.3
25442,KHK
25443,CYCSP29
25444,CYCSP28
25445,RNU4-17P
25446,CYCSP26
25447,CT83
25448,CYCSP24
25449,CYCSP23
25450,OOEP
25451,CYCSP20
25452,DNAJA1P5
25453,DNAJA1P4
25454,DNAJA1P6
25455,DNAJA1P1
25456,DNAJA1P3
25457,DNAJA1P2
25458,MSRB1
25459,AP001607.1
25460,RP11-475O6.1
25461,RP4-591C20.9
25462,OR1L3
25463,HELZ2
25464,MSRB2
25465,AC006534.2
25466,AC006534.3
25467,AC006534.1
25468,RP11-85A1.3
25469,PRR13P3
25470,RP11-545I10.2
25471,FANCD2OS
25472,ZC3H11B
25473,EPT1
25474,AL807772.1
25475,PPIP5K2
25476,CYP2T3P
25477,PPIP5K1
25478,RP11-313M3.1
25479,PRR13P7
25480,OFCC1
25481,AL121594.1
25482,AC116154.1
25483,RP11-982M15.7
25484,AC123788.1
25485,RP1-228P16.4
25486,MIR526A2
25487,MIR526A1
25488,PRR13P4
25489,HSP90AA2P
25490,RP11-445F12.1
25491,C9orf3
25492,RNU6-1080P
25493,XIRP2-AS1
25494,C9orf9
25495,RPL21P71
25496,AD000864.6
25497,OTX1
25498,RP1-152L7.9
25499,OTX2
25500,RP11-158M2.4
25501,RP11-132J14.3
25502,SNORD116-10
25503,RP11-290L1.2
25504,ZFC3H1
25505,RP11-160E2.17
25506,SNORD116-12
25507,YEATS4
25508,RP1-305G21.1
25509,STAG2
25510,STAG3
25511,RP11-235E17.3
25512,STAG1
25513,RP11-697H9.2
25514,RP11-697H9.3
25515,AC008703.2
25516,RP11-235E17.6
25517,RNA5SP462
25518,RNA5SP463
25519,RNA5SP460
25520,RNA5SP461
25521,RNA5SP466
25522,RNA5SP467
25523,RNA5SP464
25524,RNA5SP465
25525,RNA5SP468
25526,RNA5SP469
25527,RN7SL238P
25528,ASMTL
25529,RP11-274E6.1
25530,RP11-125O18.1
25531,OR5BK1P
25532,RP11-166N17.3
25533,RP11-166N17.1
25534,RP11-586D5.3
25535,RP1-49C23.1
25536,AL050310.1
25537,BNIP3P33
25538,IGHV6-1
25539,SHISA8
25540,BNIP3P30
25541,BNIP3P37
25542,BNIP3P36
25543,BNIP3P35
25544,BNIP3P34
25545,BNIP3P39
25546,CTD-2227I18.1
25547,OBFC1
25548,AC092944.1
25549,BX470187.1
25550,CTC-203F4.2
25551,IGKV1OR-3
25552,IGKV1OR-2
25553,RP11-539D10.1
25554,RNU6-221P
25555,RP11-14O19.1
25556,RP11-14O19.2
25557,BTBD10P2
25558,BTBD10P1
25559,CTD-2008L17.1
25560,CTD-2008L17.2
25561,RP11-510N19.5
25562,HMGA2
25563,RP11-510N19.2
25564,HMGA1
25565,VSTM2A-OT1
25566,RNU6-435P
25567,DGUOK-AS1
25568,RP3-395M20.8
25569,MIR548AZ
25570,KB-1930G5.3
25571,VTA1P2
25572,RP1-27C22.1
25573,VTA1P1
25574,TAF1A-AS1
25575,RP11-69H7.2
25576,RP11-69H7.3
25577,RP11-69H7.4
25578,AL353803.1
25579,HSPB2-C11orf52
25580,AC138811.1
25581,RP11-448G4.4
25582,RP11-960L18.1
25583,AC098612.1
25584,RP3-416H24.4
25585,RN7SL470P
25586,HAX1
25587,GGNBP2
25588,RP11-469L4.1
25589,RP11-217B1.2
25590,RNU6-719P
25591,RP3-395M20.3
25592,RP11-285M22.2
25593,RP11-285M22.3
25594,RP11-285M22.1
25595,UPF3B
25596,AC126544.1
25597,AC126544.4
25598,LCA5L
25599,C6orf229
25600,RP11-775C24.3
25601,C6orf222
25602,C6orf223
